ID,tipo_producto,temp_idx,Sex,inception_date,birth_date,sum_insured,tariff_grp,country,reins_name,annual_prem,prem_frecuency,comission_precentage
246,Temporal,5,Male,19/02/2021,29/09/1950,822759,6,Uruguay,Hannover Re,23977.77,Semestral,11.4
247,Vitalicio,,Female,21/12/2021,22/11/1988,823609,4,Brasil,Munich Re,15561.25,Trimestral,23.4
248,Vitalicio,,Female,01/02/2023,08/04/1983,705164,1,Uruguay,Everest Re,3413.32,Mensual,20.6
249,Vitalicio,,Male,19/06/2022,10/12/1976,870092,4,Peru,Berkshire Re,7633.71,Trimestral,13.7
250,Temporal,1,Female,14/01/2020,16/01/1956,742100,5,Brasil,SCOR,13084.64,Trimestral,16.8
251,Temporal,2,Male,20/06/2024,17/10/1951,551634,3,Chile,SCOR,3305.58,Mensual,19.4
252,Temporal,4,Female,14/12/2021,24/01/1987,209244,6,Uruguay,Hannover Re,3219.49,Semestral,15.5
253,Vitalicio,,Female,26/02/2024,29/02/1980,58381,2,Ecuador,SCOR,42313.31,Anual,23.4
254,Vitalicio,,Male,15/04/2024,23/11/1965,237589,9,Mexico,Hannover Re,39877.05,Trimestral,19.8
255,Vitalicio,,Male,02/11/2020,08/11/1984,80056,7,Brasil,Munich Re,43482.81,Mensual,8.2
256,Temporal,5,Female,03/03/2020,23/11/1950,244369,9,Uruguay,Hannover Re,44421.62,Mensual,7.1
257,Vitalicio,,Female,08/06/2021,27/04/1971,717721,1,Ecuador,Everest Re,24127.25,Semestral,12.2
258,Vitalicio,,Male,09/03/2024,20/12/1951,588782,3,Brasil,Berkshire Re,33084.16,Trimestral,19
259,Temporal,3,Female,12/03/2023,01/09/1950,441515,3,Ecuador,Partner Re,28812.55,Mensual,5.1
260,Vitalicio,,Female,11/05/2022,23/05/1984,778576,8,Chile,Munich Re,22862.89,Mensual,13.3
261,Temporal,2,Male,21/10/2020,16/07/1969,955303,5,Chile,Swiss Re,906.89,Anual,7
262,Vitalicio,,Female,05/01/2022,10/10/1990,28841,5,Colombia,Lloyds,38663.97,Anual,13.8
263,Vitalicio,,Female,12/11/2020,09/08/1985,815320,7,Chile,SCOR,37171.05,Semestral,24.3
264,Vitalicio,,Female,15/09/2021,20/01/1964,730405,6,Chile,Berkshire Re,22058.89,Semestral,16.2
265,Temporal,1,Female,16/04/2022,24/06/1954,470864,2,Ecuador,Swiss Re,2892.55,Anual,11.1
266,Temporal,4,Male,01/02/2021,21/02/1952,151301,7,Argentina,Hannover Re,19463.73,Semestral,8.1
267,Temporal,5,Male,25/04/2024,19/07/1987,544541,10,Colombia,Munich Re,4917.67,Mensual,6
268,Temporal,2,Male,31/12/2020,06/03/1987,104368,4,Brasil,Munich Re,17200.69,Anual,13.9
269,Vitalicio,,Female,15/10/2020,15/01/1964,946264,9,Ecuador,Hannover Re,7127.79,Semestral,15
270,Vitalicio,,Female,19/05/2020,03/03/1956,634158,2,Chile,Berkshire Re,2856.69,Mensual,12.8
271,Temporal,1,Male,03/05/2020,30/01/1962,192981,3,Colombia,Hannover Re,23790.83,Trimestral,5.7
272,Vitalicio,,Male,14/04/2022,06/09/1973,493678,8,Ecuador,Everest Re,40153.23,Trimestral,11.4
273,Temporal,3,Male,09/08/2023,27/07/1954,13653,6,Brasil,SCOR,20551.6,Semestral,13.7
274,Temporal,4,Male,15/02/2021,31/07/1989,660934,3,Chile,Lloyds,45063.06,Mensual,20
275,Vitalicio,,Female,15/06/2024,04/12/1975,151977,10,Chile,Swiss Re,40328.39,Mensual,10.8
276,Vitalicio,,Male,16/01/2024,15/10/1986,78791,5,Argentina,Partner Re,12871.7,Anual,8.2
277,Temporal,3,Male,25/01/2020,28/09/1950,525125,8,Chile,Berkshire Re,48433.95,Semestral,24.1
278,Vitalicio,,Male,06/07/2024,13/08/1989,175310,8,Chile,Everest Re,42610.72,Anual,16.8
279,Temporal,5,Male,27/04/2021,24/10/1964,693755,2,Peru,Partner Re,6792.42,Mensual,20.8
280,Vitalicio,,Male,03/02/2020,04/02/1973,868557,10,Brasil,Lloyds,7441.71,Mensual,21.4
281,Temporal,2,Female,21/10/2020,04/11/1987,190584,1,Uruguay,Munich Re,13661.56,Semestral,21.4
282,Vitalicio,,Male,12/08/2020,06/06/1975,516217,6,Argentina,Partner Re,14505.4,Mensual,16.7
283,Temporal,1,Female,16/10/2023,29/10/1963,774496,1,Peru,Hannover Re,22136.55,Anual,19.9
284,Temporal,5,Male,07/07/2022,31/10/1963,218443,8,Brasil,Munich Re,41472.82,Mensual,18.2
285,Temporal,3,Female,05/04/2023,24/03/1984,890020,9,Uruguay,Munich Re,5900.14,Anual,12.1
286,Temporal,4,Female,28/06/2024,12/09/1970,360649,3,Peru,Everest Re,11591.94,Semestral,9.6
287,Vitalicio,,Male,16/11/2022,08/05/1986,221197,8,Argentina,Everest Re,43790.53,Mensual,21.3
288,Temporal,2,Male,07/02/2023,22/05/1952,437476,8,Colombia,Everest Re,41944.06,Anual,23.8
289,Vitalicio,,Male,07/09/2024,28/12/1964,21345,2,Peru,Lloyds,10638.11,Trimestral,5.7
290,Vitalicio,,Male,27/06/2023,23/03/1981,388478,9,Argentina,Berkshire Re,26356.8,Anual,8.6
291,Temporal,5,Male,22/03/2022,02/03/1972,578293,3,Argentina,Partner Re,49084.15,Mensual,15.9
292,Vitalicio,,Male,27/10/2022,23/03/1973,380974,9,Colombia,Swiss Re,45756.05,Mensual,7.9
293,Temporal,2,Male,02/01/2021,14/06/1972,562537,3,Argentina,Hannover Re,17911.81,Semestral,7.7
294,Vitalicio,,Female,25/12/2023,19/03/1974,900648,8,Uruguay,Berkshire Re,45033.52,Mensual,18.7
295,Temporal,1,Female,06/09/2023,31/10/1950,628975,9,Brasil,Partner Re,26498.22,Semestral,23.3
296,Temporal,3,Female,15/10/2020,15/04/1987,270323,3,Mexico,Hannover Re,3954.27,Mensual,19.3
297,Temporal,2,Male,02/06/2022,04/12/1983,18241,7,Peru,Hannover Re,29754.96,Semestral,6.6
298,Vitalicio,,Male,10/06/2020,27/04/1983,834241,3,Colombia,SCOR,20801.87,Mensual,19.5
299,Temporal,4,Male,14/08/2024,20/05/1955,861241,10,Argentina,Berkshire Re,16851.45,Anual,17
300,Vitalicio,,Male,02/07/2021,05/01/1981,929715,10,Peru,Partner Re,39714.45,Anual,20.6
301,Temporal,3,Female,14/05/2021,10/01/1968,817491,7,Brasil,Partner Re,10132.06,Anual,6.2
302,Temporal,4,Male,25/01/2024,13/09/1951,418127,6,Uruguay,Hannover Re,47812.37,Semestral,7.8
303,Vitalicio,,Male,25/09/2021,15/04/1952,809704,10,Peru,SCOR,14475.46,Trimestral,20.1
304,Vitalicio,,Female,04/01/2024,01/04/1965,526238,1,Argentina,SCOR,10083.06,Mensual,20.7
305,Temporal,5,Male,01/04/2024,11/09/1958,664360,9,Uruguay,Everest Re,45822.06,Trimestral,6.1
306,Vitalicio,,Female,22/11/2023,18/06/1956,314436,10,Uruguay,SCOR,6576.09,Trimestral,5.3
307,Vitalicio,,Female,11/04/2024,22/04/1950,491247,6,Mexico,Swiss Re,6814.89,Anual,6.2
308,Temporal,3,Female,25/09/2021,10/04/1953,938979,10,Colombia,SCOR,37712.05,Semestral,19.5
309,Temporal,5,Male,10/05/2022,13/10/1974,826286,7,Colombia,Partner Re,5234.64,Semestral,7.1
310,Vitalicio,,Female,22/05/2023,18/07/1952,591019,1,Mexico,Swiss Re,37088.96,Mensual,7.7
311,Temporal,1,Male,23/01/2020,12/07/1956,189648,8,Ecuador,Munich Re,6366.8,Trimestral,16.2
312,Vitalicio,,Male,08/09/2024,30/09/1965,648450,3,Uruguay,Hannover Re,9853.35,Semestral,9.2
313,Temporal,5,Female,12/07/2023,29/03/1981,409482,2,Peru,Swiss Re,43766.82,Anual,11.1
314,Temporal,1,Female,21/09/2023,17/03/1972,214449,1,Brasil,Berkshire Re,49467.03,Mensual,21.3
315,Vitalicio,,Male,12/08/2020,03/08/1986,756282,7,Ecuador,Lloyds,37021.65,Mensual,20.6
316,Vitalicio,,Male,06/01/2022,08/04/1968,799104,9,Uruguay,Swiss Re,15313.62,Anual,20.1
317,Vitalicio,,Female,25/07/2024,16/06/1955,678813,1,Ecuador,Lloyds,9050.66,Semestral,9.9
318,Temporal,2,Male,15/08/2024,06/04/1966,197412,6,Mexico,Hannover Re,1716.39,Mensual,6.7
319,Temporal,3,Male,14/03/2022,07/08/1968,843887,6,Uruguay,Berkshire Re,11245.98,Semestral,14.3
320,Vitalicio,,Male,25/12/2020,23/06/1957,13224,5,Uruguay,Munich Re,9475.48,Semestral,18.4
321,Vitalicio,,Female,23/09/2021,29/01/1967,448886,7,Colombia,SCOR,42920.29,Mensual,12.1
322,Temporal,3,Male,28/10/2022,18/12/1969,278018,2,Chile,Swiss Re,33402.19,Semestral,14.7
323,Vitalicio,,Female,10/05/2021,24/12/1990,531133,2,Argentina,Lloyds,11002.46,Trimestral,19
324,Temporal,4,Female,16/06/2024,22/11/1969,215025,9,Colombia,Berkshire Re,6536.43,Mensual,6.5
325,Vitalicio,,Male,29/07/2024,08/11/1960,650155,8,Peru,Munich Re,38347.51,Semestral,19
326,Vitalicio,,Male,26/01/2024,13/07/1983,725222,2,Argentina,Berkshire Re,30386.86,Mensual,5.4
327,Temporal,2,Male,05/10/2023,11/01/1960,543690,10,Ecuador,Munich Re,22198.94,Semestral,11.2
328,Temporal,2,Male,16/04/2024,11/01/1958,987904,1,Uruguay,Hannover Re,21078.27,Anual,11.5
329,Temporal,3,Male,02/04/2023,07/08/1985,10589,7,Colombia,SCOR,36651.33,Mensual,8.4
330,Temporal,4,Male,24/11/2024,24/03/1963,493801,8,Argentina,Partner Re,27152.46,Trimestral,6
331,Vitalicio,,Male,21/06/2020,07/06/1960,915482,8,Colombia,Lloyds,47240.28,Mensual,17
332,Vitalicio,,Female,07/10/2021,25/09/1965,341712,2,Ecuador,Berkshire Re,23730.98,Mensual,8.7
333,Vitalicio,,Male,23/04/2020,12/07/1954,201979,3,Chile,Munich Re,34988.75,Trimestral,21.1
334,Vitalicio,,Female,24/09/2023,07/05/1957,712123,1,Colombia,Swiss Re,39853.61,Trimestral,20.8
335,Temporal,5,Female,14/09/2023,13/09/1953,768294,8,Colombia,Lloyds,15271.7,Anual,15.1
336,Temporal,4,Female,10/04/2021,21/12/1971,501304,7,Chile,Hannover Re,24444.63,Trimestral,23.5
337,Vitalicio,,Female,21/12/2023,07/01/1975,64181,4,Ecuador,Everest Re,30368.16,Anual,8.4
338,Vitalicio,,Female,24/08/2021,11/08/1983,384885,9,Argentina,Hannover Re,18276.06,Mensual,19.2
339,Temporal,4,Female,19/01/2024,26/02/1978,154248,3,Argentina,Lloyds,26310.06,Semestral,8.7
340,Temporal,2,Male,11/02/2024,22/02/1978,692582,10,Chile,Swiss Re,9951.95,Trimestral,21.5
341,Temporal,2,Female,18/09/2024,28/12/1966,55154,4,Uruguay,Munich Re,19468.25,Mensual,15.8
342,Vitalicio,,Male,31/07/2020,11/02/1954,382602,1,Ecuador,Lloyds,38981.56,Anual,16.7
343,Vitalicio,,Male,19/11/2021,02/03/1960,962466,10,Uruguay,Berkshire Re,9569.74,Anual,18.7
344,Vitalicio,,Female,20/01/2020,07/11/1981,591676,6,Chile,Everest Re,42361.05,Anual,15.5
345,Vitalicio,,Male,02/04/2020,28/11/1957,463947,3,Peru,Everest Re,46055.59,Trimestral,14.2
346,Vitalicio,,Male,01/10/2023,14/11/1973,764295,1,Uruguay,Munich Re,28816.72,Mensual,10.1
347,Vitalicio,,Female,18/09/2021,06/09/1978,508398,9,Peru,Swiss Re,35953.06,Trimestral,11.1
348,Temporal,2,Female,22/10/2020,18/03/1980,312853,4,Ecuador,Lloyds,31069.29,Trimestral,20.9
349,Vitalicio,,Male,07/08/2020,10/11/1961,831866,1,Chile,Swiss Re,2444.26,Trimestral,17.6
350,Vitalicio,,Female,03/10/2020,25/06/1955,688583,5,Uruguay,Munich Re,32936.56,Trimestral,5.2
351,Vitalicio,,Male,18/02/2022,26/05/1983,850181,9,Brasil,Lloyds,35333.89,Semestral,24
352,Temporal,5,Male,01/11/2023,21/12/1963,967070,6,Argentina,SCOR,39408.69,Mensual,8
353,Temporal,4,Male,04/08/2023,25/03/1965,45707,10,Chile,Swiss Re,28182.22,Mensual,7
354,Vitalicio,,Female,06/12/2023,17/11/1956,222713,7,Colombia,SCOR,11345.13,Mensual,16.5
355,Temporal,1,Female,24/03/2020,14/12/1964,206729,5,Peru,Lloyds,12475.12,Trimestral,9.4
356,Temporal,3,Female,30/05/2021,15/06/1975,801562,10,Brasil,Swiss Re,5038.21,Trimestral,17.7
357,Temporal,4,Female,15/08/2020,31/12/1971,94556,10,Argentina,Swiss Re,26799.38,Mensual,5.5
358,Temporal,1,Male,01/06/2023,21/07/1962,651646,5,Brasil,Lloyds,29682.39,Mensual,24.5
359,Vitalicio,,Male,15/07/2021,25/02/1985,568884,10,Colombia,Munich Re,5457.02,Mensual,20.5
360,Temporal,3,Female,09/03/2021,14/11/1968,292965,6,Uruguay,Swiss Re,22544.92,Anual,8.1
361,Vitalicio,,Female,14/12/2021,01/01/1977,435002,6,Ecuador,SCOR,49986.04,Mensual,12.7
362,Vitalicio,,Male,28/05/2021,09/12/1958,523909,10,Mexico,Berkshire Re,40250.09,Semestral,24.8
363,Vitalicio,,Female,27/10/2022,01/10/1964,239174,1,Ecuador,Berkshire Re,32647.64,Anual,16.9
364,Vitalicio,,Female,11/11/2023,21/03/1988,387872,2,Uruguay,Swiss Re,44672.51,Trimestral,14.4
365,Vitalicio,,Female,01/01/2023,12/11/1970,513167,4,Uruguay,Swiss Re,19677.55,Trimestral,13.5
366,Temporal,5,Male,22/12/2022,27/11/1962,447091,8,Brasil,Munich Re,31106.37,Semestral,22.9
367,Vitalicio,,Female,06/05/2021,19/02/1959,290097,2,Ecuador,Lloyds,35564.72,Anual,24.3
368,Vitalicio,,Female,12/10/2020,25/05/1983,631639,8,Uruguay,Hannover Re,20324.02,Mensual,20
369,Vitalicio,,Male,22/02/2024,25/08/1984,770019,6,Peru,Hannover Re,33211.76,Anual,13.2
370,Vitalicio,,Female,15/12/2022,15/11/1967,308683,5,Ecuador,Partner Re,39025.78,Semestral,22.5
371,Vitalicio,,Male,29/06/2023,17/04/1985,389927,1,Brasil,Swiss Re,38448.45,Anual,17.8
372,Vitalicio,,Female,08/02/2022,21/03/1954,905699,9,Colombia,Everest Re,38744.9,Anual,16.4
373,Vitalicio,,Male,24/12/2023,14/08/1981,757868,3,Colombia,Lloyds,41523.33,Mensual,8.1
374,Temporal,2,Female,22/06/2024,05/02/1955,835891,4,Uruguay,SCOR,19646.59,Trimestral,6.3
375,Vitalicio,,Female,03/08/2022,28/03/1960,275468,2,Peru,Berkshire Re,28585.01,Anual,14.5
376,Temporal,1,Male,17/06/2023,01/09/1959,802359,9,Mexico,Everest Re,40431.07,Anual,20.8
377,Vitalicio,,Female,23/10/2020,28/07/1957,800218,2,Ecuador,Munich Re,49783.39,Anual,17.6
378,Temporal,1,Female,09/09/2021,11/06/1972,82818,2,Argentina,Hannover Re,2237.86,Trimestral,16.6
379,Vitalicio,,Female,27/05/2022,29/08/1952,199077,8,Colombia,Everest Re,27320.73,Trimestral,10.9
380,Temporal,5,Male,27/12/2023,22/03/1979,734047,9,Uruguay,SCOR,30506.82,Anual,18.1
381,Vitalicio,,Female,18/03/2024,08/12/1973,794796,2,Peru,Swiss Re,22446.83,Mensual,6.3
382,Temporal,3,Female,30/07/2020,29/04/1964,782630,3,Mexico,Lloyds,32150.55,Mensual,8.5
383,Vitalicio,,Female,13/12/2020,28/02/1968,742435,1,Mexico,Hannover Re,5453.36,Trimestral,17.8
384,Temporal,3,Male,01/10/2022,18/11/1971,503797,8,Brasil,Lloyds,26295.07,Semestral,16
385,Temporal,5,Male,16/09/2022,30/09/1982,256283,6,Peru,Munich Re,48548.61,Trimestral,18.6
386,Temporal,1,Male,24/11/2020,25/05/1958,953966,1,Chile,Berkshire Re,25254.46,Mensual,7.6
387,Vitalicio,,Female,23/07/2022,27/12/1969,559346,5,Mexico,Hannover Re,40490.11,Mensual,21.6
388,Temporal,1,Female,09/11/2021,27/05/1953,356911,10,Argentina,Hannover Re,16049.43,Anual,23.3
389,Temporal,1,Female,18/06/2020,24/04/1967,178108,5,Chile,Partner Re,6737.15,Trimestral,14.5
390,Temporal,2,Female,20/06/2022,30/09/1981,256230,4,Colombia,Everest Re,26442.21,Semestral,15.9
391,Temporal,4,Female,19/11/2021,05/12/1974,793799,10,Colombia,Hannover Re,2068.55,Anual,13.3
392,Vitalicio,,Male,16/09/2024,11/09/1961,441554,8,Brasil,SCOR,45531.62,Semestral,8.7
393,Vitalicio,,Male,12/03/2023,24/05/1977,111337,6,Uruguay,Lloyds,41429.24,Mensual,22.9
394,Vitalicio,,Male,31/03/2022,23/02/1990,271876,1,Colombia,Lloyds,9854.37,Mensual,14.4
395,Temporal,2,Female,05/11/2021,14/11/1977,484804,6,Argentina,SCOR,12904.75,Semestral,13.8
396,Temporal,3,Female,15/04/2023,12/07/1957,530023,10,Colombia,Everest Re,35088.33,Semestral,6.7
397,Vitalicio,,Male,23/05/2023,17/07/1977,42316,5,Argentina,Munich Re,15206.28,Semestral,19.5
398,Temporal,2,Female,29/07/2023,20/10/1981,616342,9,Colombia,Munich Re,17463.05,Anual,16.8
399,Temporal,1,Female,22/02/2023,19/03/1976,202683,4,Mexico,Lloyds,43138.02,Trimestral,23.9
400,Vitalicio,,Female,11/08/2020,22/08/1973,889538,1,Peru,Hannover Re,44946.17,Semestral,9.3
401,Temporal,4,Male,24/03/2021,14/10/1979,720851,5,Colombia,Swiss Re,36803.09,Semestral,24.4
402,Vitalicio,,Male,03/08/2023,21/09/1980,124556,2,Mexico,Lloyds,25458.08,Semestral,10
403,Temporal,4,Female,27/03/2022,12/10/1989,414431,1,Peru,Hannover Re,48098.53,Mensual,20.3
404,Temporal,3,Female,27/03/2024,04/03/1977,436205,7,Peru,Lloyds,14464.62,Anual,19.8
405,Vitalicio,,Male,20/12/2024,22/11/1990,247502,7,Mexico,Everest Re,26399.29,Mensual,21.2
406,Vitalicio,,Male,26/01/2020,09/05/1976,39615,9,Argentina,Lloyds,23052.23,Anual,9
407,Temporal,2,Male,14/06/2020,21/09/1978,107536,2,Brasil,Munich Re,45189.21,Mensual,16.2
408,Temporal,4,Female,15/12/2020,10/02/1979,995470,3,Brasil,Everest Re,777.26,Mensual,5.1
409,Vitalicio,,Female,29/07/2023,26/08/1970,516223,10,Peru,Munich Re,25761.96,Anual,17.4
410,Temporal,2,Female,15/01/2022,18/12/1971,274792,1,Argentina,Everest Re,13521.62,Semestral,5.8
411,Temporal,1,Male,09/01/2021,06/12/1965,353703,1,Colombia,Swiss Re,34941.66,Mensual,24.2
412,Vitalicio,,Female,16/03/2022,10/08/1965,129133,1,Argentina,Munich Re,16589.75,Anual,19.4
413,Vitalicio,,Female,25/10/2021,04/05/1968,752778,7,Uruguay,Everest Re,34228.68,Mensual,16.7
414,Vitalicio,,Female,06/05/2022,12/05/1968,412567,5,Peru,Munich Re,22728.34,Trimestral,15.6
415,Temporal,3,Male,21/04/2023,02/01/1985,372172,7,Argentina,Munich Re,15988.11,Trimestral,21
416,Temporal,2,Female,15/08/2023,11/06/1962,731726,7,Peru,Munich Re,12673.34,Trimestral,21.8
417,Temporal,2,Female,28/04/2021,15/01/1972,873438,3,Uruguay,Everest Re,28848,Mensual,11.4
418,Vitalicio,,Male,06/12/2023,01/03/1961,378120,1,Chile,SCOR,11066.32,Anual,12.4
419,Temporal,1,Male,20/03/2023,17/05/1964,572435,3,Brasil,Lloyds,42893.17,Mensual,8.3
420,Temporal,1,Male,16/06/2024,22/12/1982,276590,3,Brasil,SCOR,39476.72,Trimestral,20.3
421,Vitalicio,,Female,17/08/2022,21/01/1985,797179,2,Uruguay,Lloyds,11799.66,Trimestral,14.8
422,Temporal,4,Male,02/02/2024,16/08/1971,186724,2,Uruguay,Everest Re,40530.71,Mensual,11
423,Vitalicio,,Female,11/06/2023,16/02/1954,909770,9,Ecuador,Partner Re,2175.31,Anual,24.7
424,Vitalicio,,Male,31/07/2022,22/10/1966,116829,1,Colombia,Lloyds,40008.79,Semestral,16.2
425,Vitalicio,,Male,02/06/2021,22/04/1967,257176,7,Brasil,Lloyds,22046.75,Mensual,17.6
426,Vitalicio,,Female,17/10/2020,28/08/1957,108481,10,Ecuador,SCOR,35261.46,Trimestral,20.3
427,Vitalicio,,Female,13/12/2024,12/08/1989,447240,8,Peru,Munich Re,6353.44,Mensual,23.9
428,Vitalicio,,Male,21/08/2023,02/12/1957,563445,6,Chile,Hannover Re,8647.37,Semestral,6.3
429,Temporal,5,Female,21/11/2021,04/10/1961,989062,3,Argentina,SCOR,6485.66,Semestral,24.9
430,Temporal,4,Female,26/05/2023,05/04/1958,913523,7,Brasil,Berkshire Re,37852.77,Mensual,16.3
431,Vitalicio,,Female,28/02/2022,10/03/1967,441311,9,Peru,SCOR,20491.18,Semestral,11.8
432,Temporal,1,Female,02/10/2024,19/05/1975,830817,3,Brasil,Berkshire Re,32523.07,Semestral,23.2
433,Vitalicio,,Female,14/11/2022,10/07/1963,441863,5,Ecuador,Hannover Re,46312.85,Semestral,9
434,Vitalicio,,Male,03/10/2021,19/11/1984,415100,4,Argentina,Swiss Re,33386.95,Trimestral,7.8
435,Vitalicio,,Female,18/09/2022,14/05/1952,677713,7,Chile,Lloyds,6387.84,Trimestral,17.7
436,Vitalicio,,Female,13/05/2023,06/03/1975,655197,9,Peru,Everest Re,15596.95,Semestral,9.1
437,Vitalicio,,Male,27/11/2022,02/06/1974,921151,10,Peru,Swiss Re,26752.04,Anual,6.7
438,Temporal,1,Male,02/05/2021,26/11/1982,653507,9,Argentina,Hannover Re,28094.72,Trimestral,23.6
439,Vitalicio,,Female,22/10/2023,11/06/1973,274043,8,Mexico,Swiss Re,12582.83,Mensual,20
440,Vitalicio,,Female,03/12/2022,01/04/1979,219739,3,Chile,Hannover Re,47434.69,Anual,13.5
441,Vitalicio,,Female,01/02/2024,29/08/1959,148756,4,Chile,Lloyds,43745.24,Anual,20.9
442,Temporal,4,Female,13/01/2022,09/09/1987,176923,6,Brasil,Partner Re,49966.89,Semestral,19
443,Temporal,2,Male,08/12/2021,19/03/1955,836940,7,Brasil,Berkshire Re,4910.72,Anual,5.2
444,Vitalicio,,Male,30/09/2023,03/04/1988,507992,6,Argentina,Hannover Re,2118.51,Mensual,8.2
445,Temporal,4,Female,04/07/2021,10/04/1951,411144,1,Argentina,SCOR,9194.73,Mensual,12.2
446,Vitalicio,,Male,05/01/2021,05/04/1958,689330,9,Argentina,Partner Re,16178.2,Semestral,17
447,Temporal,2,Female,06/08/2021,10/06/1957,928206,4,Mexico,Hannover Re,8139.5,Semestral,23.5
448,Vitalicio,,Male,09/06/2020,05/06/1957,326929,6,Chile,Everest Re,23695.63,Trimestral,24
449,Vitalicio,,Female,17/06/2020,13/05/1966,680786,5,Peru,Hannover Re,40326.42,Mensual,7.7
450,Temporal,3,Female,23/12/2020,08/04/1970,249635,7,Mexico,Berkshire Re,34745.82,Mensual,13
451,Vitalicio,,Male,10/05/2024,20/08/1980,192194,5,Uruguay,Partner Re,9346.62,Trimestral,17.5
452,Temporal,1,Male,28/05/2021,28/01/1962,337416,7,Mexico,Partner Re,49338.46,Mensual,19.2
453,Vitalicio,,Female,09/10/2024,06/08/1974,923941,8,Brasil,SCOR,22194.79,Mensual,20.8
454,Vitalicio,,Female,22/01/2021,05/12/1979,308471,8,Mexico,Munich Re,45600.96,Anual,7.1
455,Vitalicio,,Male,11/02/2022,26/02/1976,315749,7,Uruguay,Partner Re,39683.28,Trimestral,22.4
456,Temporal,5,Male,06/11/2023,14/03/1978,425248,10,Mexico,Hannover Re,12877.14,Anual,24.2
457,Vitalicio,,Female,12/08/2021,04/08/1952,561937,4,Brasil,Partner Re,46488.07,Semestral,12.3
458,Vitalicio,,Male,12/04/2020,27/02/1978,666012,3,Peru,Berkshire Re,25536.33,Mensual,5.6
459,Vitalicio,,Male,20/02/2022,07/11/1978,645365,7,Uruguay,Berkshire Re,42946.46,Mensual,17
460,Vitalicio,,Male,17/04/2020,27/12/1990,625125,8,Chile,Lloyds,15985.11,Mensual,22.9
461,Temporal,5,Male,06/10/2024,23/09/1969,357322,1,Ecuador,Partner Re,45270.09,Semestral,8.3
462,Vitalicio,,Male,17/04/2021,13/10/1978,980833,4,Peru,Swiss Re,46140.95,Semestral,6.4
463,Temporal,4,Male,13/07/2020,08/03/1950,33864,1,Uruguay,Hannover Re,41067.75,Anual,17
464,Vitalicio,,Male,27/12/2024,24/03/1953,267829,4,Chile,Berkshire Re,45790.48,Anual,6.5
465,Vitalicio,,Female,17/05/2024,27/10/1950,315665,3,Chile,Partner Re,46720.6,Trimestral,24.3
466,Temporal,3,Male,16/09/2021,16/11/1986,736234,1,Chile,Swiss Re,46904.35,Mensual,14.6
467,Vitalicio,,Female,03/02/2020,07/11/1989,543756,9,Ecuador,Partner Re,27251.65,Semestral,20.8
468,Temporal,5,Male,02/10/2021,01/04/1956,933205,3,Brasil,Swiss Re,38875.24,Semestral,19.1
469,Vitalicio,,Female,18/10/2024,02/09/1960,414409,4,Uruguay,Swiss Re,23983.25,Anual,17.6
470,Vitalicio,,Female,18/12/2020,11/04/1980,961493,10,Peru,Hannover Re,33100.92,Mensual,14
471,Temporal,3,Female,16/03/2023,16/06/1971,824501,6,Uruguay,Partner Re,20573.89,Semestral,21.4
472,Temporal,3,Male,21/08/2021,17/11/1981,550796,9,Argentina,Everest Re,18309.71,Anual,18.3
473,Vitalicio,,Female,23/08/2024,22/08/1977,185335,1,Peru,SCOR,25366.95,Semestral,5.8
474,Vitalicio,,Female,14/06/2023,07/03/1979,371396,3,Uruguay,Munich Re,26020.32,Semestral,21.7
475,Temporal,1,Male,07/05/2023,04/01/1973,176715,7,Colombia,Partner Re,49258.03,Trimestral,11.6
476,Temporal,5,Female,24/11/2023,07/10/1951,517576,1,Uruguay,Lloyds,17432.15,Semestral,19.3
477,Temporal,2,Male,26/03/2024,27/08/1959,387706,2,Chile,SCOR,12143.13,Anual,20.3
478,Temporal,3,Female,15/02/2020,08/07/1953,769339,6,Chile,Swiss Re,26147.14,Mensual,20.9
479,Temporal,3,Female,17/08/2024,08/08/1962,755092,5,Chile,Hannover Re,34984.88,Anual,24.5
480,Vitalicio,,Female,15/05/2024,17/02/1959,751073,2,Argentina,Munich Re,46254.01,Semestral,15
481,Temporal,5,Male,24/10/2021,09/07/1975,124373,8,Argentina,Munich Re,8469.8,Semestral,5.9
482,Vitalicio,,Female,30/08/2023,28/01/1958,153334,8,Peru,Berkshire Re,36752.14,Trimestral,13.1
483,Temporal,3,Female,07/09/2024,16/09/1957,78049,9,Colombia,Munich Re,47823.66,Mensual,24.8
484,Temporal,1,Female,21/11/2024,27/08/1987,893662,6,Argentina,Berkshire Re,18571.32,Semestral,9.7
485,Temporal,1,Male,19/10/2021,21/05/1988,862705,8,Mexico,Berkshire Re,41264.66,Semestral,23.2
486,Vitalicio,,Male,06/08/2020,24/08/1983,72126,7,Ecuador,Munich Re,1942.95,Anual,13.8
487,Vitalicio,,Female,02/09/2022,23/09/1988,53953,10,Peru,Swiss Re,38825.55,Trimestral,5
488,Vitalicio,,Male,01/04/2020,16/01/1956,369616,8,Argentina,Everest Re,21357.08,Anual,11.6
489,Temporal,1,Female,28/11/2024,27/12/1978,692059,1,Uruguay,Partner Re,34627.38,Anual,9.1
490,Temporal,4,Female,17/05/2021,24/03/1961,579154,9,Chile,Partner Re,13118.99,Mensual,11
